Date,Fuel_Used_Liters,Coal_Mined_Tonnes,CO2_Emitted_kg,Trapped_Carbon_kg,Potential_CO2_from_Coal_kg
2007-09-08,10593.288477659606,41673.68023783862,28390.013120127744,14585788.083243515,53529842.2655037
2007-09-09,12675.090392459098,40617.720534484004,33969.24225179038,14216202.187069401,52173462.0265447
2007-09-10,9860.141812690172,37413.14963826707,26425.18005800966,13094602.373393474,48057190.71035405
2007-09-11,12664.861344858986,42980.96232168157,33941.828404222084,15043336.812588546,55209046.102199964
2007-09-12,9156.343211796258,38495.35639990415,24538.999807613975,13473374.739966454,49447285.29567689
2007-09-13,8333.642051801624,39724.12738635871,22334.160698828353,13903444.58522555,51025641.62777777
2007-09-14,11629.250685312187,38979.3194022123,31166.391836636663,13642761.790774304,50068935.772141695
2007-09-15,7627.468704340682,34558.64188698795,20441.616127633028,12095524.660445781,44390575.50383601
2007-09-16,10232.07402656223,39067.044961300686,27421.958391186778,13673465.73645524,50181619.25279073
2007-09-17,7375.956371783794,34842.534805003124,19767.563076380568,12194887.181751091,44755235.957026504
2007-09-18,11605.648515307366,30154.952907410512,31103.138021023744,10554233.51759368,38734037.0095688
2007-09-19,8961.48647609818,37258.81298098336,24016.783755943125,13040584.543344175,47858945.274073124
2007-09-20,10091.97673202293,35219.271770817926,27046.497641821454,12326745.119786274,45239154.58961562
2007-09-21,9745.467377402676,31491.226710980325,26117.852571439173,11021929.348843113,40450480.71025422
2007-09-22,7822.017403351614,39756.811926686634,20963.006640982327,13914884.174340323,51067624.91982898
2007-09-23,11119.290584904327,24070.154217858115,29799.6987675436,8424553.97625034,30918113.092838746
2007-09-24,9243.029961242704,39796.93083145682,24771.32029613045,13928925.791009886,51119157.65300628
2007-09-25,12621.501285987782,25054.851565887166,33825.62344644726,8769198.048060507,32182956.836382058
2007-09-26,13548.009864211035,28814.32287660702,36308.66643608558,10085013.006812457,37011997.73500171
2007-09-27,9727.277810045054,32003.114242541455,26069.104530920747,11201089.98488951,41108000.2445445
2007-09-28,7808.07330412516,30250.76518486431,20925.636455055428,10587767.814702509,38857107.879958205
2007-09-29,8730.226887737947,32660.35725666693,23397.008059137697,11431125.039833426,41952228.89618868
2007-09-30,10281.295219607424,31489.545401355703,27553.8711885479,11021340.890474495,40448321.06804139
2007-10-01,9463.131357236512,23908.110722897116,25361.192037393856,8367838.75301399,30709968.223561343
2007-10-02,6626.4554072585925,24120.39174120684,17758.90049145303,8442137.109422393,30982643.191580184
2007-10-03,10896.388670374783,24141.774181780595,29202.32163660442,8449620.963623207,31010108.93649717
2007-10-04,10441.467808654299,31610.818834396745,27983.133727193523,11063786.59203886,40604096.79278262
2007-10-05,8647.890392315438,35984.03799759687,23176.346251405375,12594413.299158903,46221496.80791317
2007-10-06,12426.562821414183,25416.837542412282,33303.18836139001,8895893.139844298,32647927.823228575
2007-10-07,9020.094511361562,30378.769567154322,24173.853290448988,10632569.348504012,39021529.50900973
2007-10-08,10445.335103760986,27134.212484677682,27993.498078079447,9496974.36963719,34853895.93656848
2007-10-09,8844.576348953833,27598.61341707488,23703.464615196273,9659514.695976207,35450418.93423268
2007-10-10,9268.776111368386,33483.39044944448,24840.319978467276,11719186.657305567,43009415.03231143
2007-10-11,15454.223848097756,25489.429405251867,41417.319912901985,8921300.291838152,32741172.071046017
2007-10-12,11781.806939769942,33424.04648495104,31575.242598583445,11698416.269732863,42933187.7099196
2007-10-13,12589.817082101707,36514.57160270604,33740.70978003258,12780100.060947113,46902967.2236759
2007-10-14,10348.307173737932,26704.668794784062,27733.46322561766,9346634.078174422,34302147.06690013
2007-10-15,6939.768049592656,25632.316435767876,18598.57837290832,8971310.752518756,32924710.461743835
2007-10-16,8047.602275738156,28766.67192720806,21567.57409897826,10068335.174522819,36950790.090498745
2007-10-17,7139.155764568452,30196.611992690192,19132.937449043453,10568814.197441567,38787548.10461055
2007-10-18,12153.665003943415,29399.011516940143,32571.822210568356,10289654.03092905,37763030.29350961
2007-10-19,7437.415999286828,30198.20319643693,19932.2748780887,10569371.118752925,38789592.00582323
2007-10-20,10238.757319656082,38965.32111842779,27439.8696166783,13637862.391449725,50050954.97662049
2007-10-21,7771.625609370658,44492.81414706682,20827.956633113365,15572484.951473385,57151019.77190732
2007-10-22,11938.077433027058,41173.6024338012,31994.04752051252,14410760.851830417,52887492.32621763
2007-10-23,11039.598972138278,28727.245691674932,29586.125245330586,10054535.992086226,36900147.09095645
2007-10-24,8175.371674012746,33773.874714540005,21909.99608635416,11820856.150089001,43382542.070826635
2007-10-25,13227.780445685752,38623.90240168379,35450.451594437814,13518365.840589324,49612402.63496282
2007-10-26,9649.957067455958,28619.85943199687,25861.88494078197,10016950.801198903,36762209.440399975
2007-10-27,9515.494328210603,32965.18593563599,25501.52479960442,11537815.077472595,42343781.33432443
2007-10-28,14995.773538226887,42505.51203296382,40188.67308244806,14876929.211537335,54598330.20634202
2007-10-29,9632.535590411657,29076.263157470756,25815.19538230324,10176692.105114764,37348460.02577118
2007-10-30,11444.948398359165,37190.68520485423,30672.461707602564,13016739.821698979,47771435.14563525
2007-10-31,9282.795487545325,31351.304918516977,24877.891906621473,10972956.721480941,40270751.16783506
2007-11-01,12662.39704335214,42335.259052293826,33935.22407618374,14817340.66830284,54379640.25267142
2007-11-02,9808.013627668794,35320.70293070563,26285.476522152367,12362246.02574697,45369442.91449138
2007-11-03,12802.902765677478,31676.215712586953,34311.77941201564,11086675.499405432,40688099.082817934
2007-11-04,9751.626518487363,42028.49223733896,26134.359069546135,14709972.283068635,53985598.27886189
2007-11-05,12936.816892168603,36597.96804539536,34670.66927101186,12809288.815888375,47010089.954310335
2007-11-06,14054.82863623077,31298.456565891527,37666.940745098465,10954459.798062034,40202867.45888767
2007-11-07,14008.166692504215,45372.55404797186,37541.8867359113,15880393.91679015,58281045.674619846
2007-11-08,14979.57681488388,40231.75179821413,40145.2658638888,14081113.129374946,51677685.18480605
2007-11-09,10536.949764181105,36834.16156540827,28239.02536800536,12891956.547892893,47313480.53076691
2007-11-10,11408.096083243168,44519.41865483268,30573.697503091695,15581796.529191438,57185193.26213258
2007-11-11,11069.710413648405,40794.25012853169,29666.823908577728,14277987.54498609,52400214.29009895
2007-11-12,11386.532349038293,44399.92035347099,30515.906695422625,15539972.123714846,57031697.69403348
2007-11-13,10082.741140872327,44853.008538071925,27021.746257537838,15698552.988325171,57613689.46715338
2007-11-14,11318.571724158197,42752.65958910199,30333.77222074397,14963430.856185697,54915791.24220151
2007-11-15,12065.342295619226,51939.05884162171,32335.117352259527,18178670.594567597,66715721.08206308
2007-11-16,12071.113136368756,39032.23091014849,32350.58320546827,13661280.818551973,50136900.604085736
2007-11-17,13317.56396222263,48321.683804734035,35691.07141875665,16912589.33165691,62069202.84718086
2007-11-18,15097.522407537224,49107.3090799011,40461.360052199765,17187558.177965384,63078338.51313296
2007-11-19,14197.105493220715,47276.69518902709,38048.24272183152,16546843.31615948,60726914.97030529
2007-11-20,11336.343879326532,53586.26106358285,30381.401596595108,18755191.372253995,68831552.33617216
2007-11-21,12471.955419253423,56239.949309330135,33424.840523599174,19683982.258265547,72240214.88783456
2007-11-22,15692.426166385398,51728.505678133624,42055.70212591287,18104976.987346765,66445265.54356263
2007-11-23,18551.981119332526,48854.48359143484,49719.30939981117,17099069.257002193,62753584.17319805
2007-11-24,17806.34583294194,52354.48959895692,47721.0068322844,18324071.35963492,67249341.88986015
2007-11-25,12133.103665197508,51358.00510766223,32516.717822729323,17975301.78768178,65969357.56079213
2007-11-26,14212.081410960172,49383.809630964904,38088.378181373264,17284333.370837715,63433503.47097441
2007-11-27,16708.955825572604,52627.08733314593,44780.00161253458,18419480.566601075,67599493.67942594
2007-11-28,15015.708617076323,56973.52747716194,40242.09909376455,19940734.617006678,73182496.0444145
2007-11-29,12225.962567287921,51208.2335475548,32765.57968033163,17922881.74164418,65776975.99183414
2007-11-30,16406.56419280284,55451.43159619109,43969.59203671162,19408001.05866688,71227363.88530745
2007-12-01,13946.76136872745,57508.1160471011,37377.320468189566,20127840.616485383,73869175.06250136
2007-12-02,17069.26062659982,54859.408612175415,45745.618479287514,19200793.014261395,70466910.36233932
2007-12-03,13866.212231033978,55953.59800239044,37161.44877917106,19583759.300836653,71872396.63407052
2007-12-04,19130.481058136018,58516.772064236706,51269.68923580453,20480870.222482845,75164793.71651204
2007-12-05,16489.4067479725,57183.82136737305,44191.61008456631,20014337.478580564,73452618.54639067
2007-12-06,14363.723017508291,62316.2334923297,38494.77768692222,21810681.722315393,80045201.9208975
2007-12-07,14679.09646934601,60404.40825622644,39339.97853784731,21141542.88967925,77589462.40512285
2007-12-08,14483.144601158636,63294.49534542284,38814.82753110515,22153073.370897993,81301779.27119564
2007-12-09,16956.149516844485,62776.0423579235,45442.48070514322,21971614.825273223,80635826.40875272
2007-12-10,13365.152729680238,61582.80751275637,35818.60931554304,21553982.629464727,79103116.25013554
2007-12-11,14325.608465508441,68227.05754183629,38392.630687562625,23879470.1396427,87637655.41248871
2007-12-12,19160.124295014,61446.71103511881,51349.13311063752,21506348.862291582,78928300.3246101
2007-12-13,18182.42359710189,65047.088810053814,48728.89524023307,22766481.083518833,83552985.57651411
2007-12-14,16977.524715814325,62708.99510083306,45499.76623838239,21948148.285291567,80549704.20702004
2007-12-15,19264.960037237564,64482.007735793006,51630.09289979668,22568702.70752755,82827138.9366261
2007-12-16,16571.713146901864,64994.84260804441,44412.191233697,22748194.91281554,83485875.33003303
2007-12-17,18805.729675109276,59896.48991245329,50399.355529292865,20963771.46935865,76937041.29254624
2007-12-18,17019.87537273025,57872.80550455168,45613.26599891707,20255481.926593088,74337618.67059663
2007-12-19,18941.406688810886,64205.36663619987,50762.96992601318,22471878.322669953,82471793.44419873
2007-12-20,20790.51648205373,73002.08432544487,55718.584171903996,25550729.513905704,93771177.31603393
2007-12-21,20345.01536803216,70138.03779580178,54524.64118632619,24548313.22853062,90092309.54870737
2007-12-22,16394.943907998208,71273.58328444559,43938.4496734352,24945754.14955595,91550917.72887035
2007-12-23,18174.2459406644,72906.68270550198,48706.9791209806,25517338.946925696,93648633.9352173
2007-12-24,19547.56754404568,72257.76924588904,52387.481018042425,25290219.236061163,92815104.59634447
2007-12-25,18264.513678038213,77907.04404217753,48948.89665714241,27267465.414762132,100071598.07217702
2007-12-26,21465.11846370361,64615.81455934647,57526.51748272568,22615535.095771264,82999013.80148053
2007-12-27,19352.751687699383,76257.89867833792,51865.37452303435,26690264.53741827,97953270.85232504
2007-12-28,16098.488258954063,70209.91288128315,43143.94853399689,24573469.5084491,90184633.0960082
2007-12-29,20022.75650221353,66925.60782668025,53660.98742593227,23423962.739338085,85965943.25337078
2007-12-30,20139.175557571954,71970.76117431771,53972.99049429284,25189766.4110112,92446442.72841111
2007-12-31,18840.999376910484,70295.8164498576,50493.8783301201,24603535.757450156,90294976.22984207
2008-01-01,17361.760489574586,70754.02757844578,46529.51811205989,24763909.65245602,90883548.4245136
2008-01-02,16833.89799320108,61833.08897476095,45114.846621778895,21641581.14116633,79424602.78808042
2008-01-03,23744.50537169556,64035.205848493795,63635.2743961441,22412322.046972826,82253221.91239028
2008-01-04,21717.07070058159,67885.05903909865,58201.74947755866,23759770.663684525,87198358.33572221
2008-01-05,22255.919716591576,65673.79730203788,59645.86484046542,22985829.05571326,84357992.63446766
2008-01-06,21692.50634084735,61270.49590223227,58135.916993470906,21444673.565781295,78701951.98641735
2008-01-07,19530.021142884445,72586.67369993991,52340.456662930315,25405335.794978973,93237582.36757283
2008-01-08,17922.612579809087,83813.847010038,48032.601713888354,29334846.453513294,107658886.48439379
2008-01-09,20868.586676172403,64859.23089850525,55927.81229214204,22700730.814476836,83311682.08912998
2008-01-10,22378.33986241891,82363.27562573164,59973.95083128268,28827146.46900607,105795627.54125227
2008-01-11,21290.60498395823,73506.82214027506,57058.82135700806,25727387.74909627,94419513.03918332
2008-01-12,25983.433149249962,65151.25158274203,69635.6008399899,22802938.05395971,83686782.65803213
2008-01-13,23277.713261420988,66765.86190989579,62384.27154060825,23368051.668463524,85760749.62326114
2008-01-14,24247.365664011275,70391.09410523341,64982.93997955022,24636882.936831694,90417360.37817231
2008-01-15,22186.78332631151,60774.81272417462,59460.57931451485,21271184.453461114,78065246.94420229
2008-01-16,20279.859699588233,76127.40565692252,54350.023994896466,26644591.97992288,97785652.56631696
2008-01-17,21858.371034717973,61169.69779733992,58580.43437304417,21409394.22906897,78572476.8206831
2008-01-18,25167.5737905007,73787.43740180158,67449.09775854189,25825603.090630554,94779963.34261413
2008-01-19,25559.938076529153,61872.00069229781,68500.63404509814,21655200.242304232,79474584.88925654
2008-01-20,23801.678721471246,60892.84929636844,63788.49897354294,21312497.253728952,78216864.92118526
2008-01-21,24055.129766676713,64470.2358237783,64467.7477746936,22564582.5383224,82812017.9156432
2008-01-22,22246.544763574246,71701.4943052757,59620.739966378984,25095523.00684649,92100569.43512662
2008-01-23,21080.49488348784,69431.67974581035,56495.72628774742,24301087.911033623,89184992.6334934
2008-01-24,23514.056683402043,72093.81018906312,63017.67191151748,25232833.56617209,92604499.18785156
2008-01-25,25433.417419613994,60742.492851802745,68161.5586845655,21259872.49813096,78023732.06814061
2008-01-26,23664.579733549177,62355.500486119716,63421.0736859118,21824425.170141898,80095640.37442076
2008-01-27,27616.84326063869,66300.63763697514,74013.1399385117,23205223.172941297,85163169.04469456
2008-01-28,28501.292414459647,64375.36587039756,76383.46367075187,22531378.054639146,82690157.46052566
2008-01-29,26676.944565161837,61773.609118193956,71494.21143463373,21620763.191367883,79348200.91232014
2008-01-30,29634.287936796027,59287.2217997012,79419.89167061336,20750527.62989542,76154436.40171619
2008-01-31,24677.29151772039,60530.947511092425,66135.14126749065,21185831.62888235,77752002.07799822
2008-02-01,26046.910166847683,61930.54536496581,69805.71924715179,21675690.877738032,79549785.52129857
2008-02-02,23897.482843536938,55835.92322818906,64045.254020679,19542573.129866168,71721243.38660884
2008-02-03,27220.894199285874,58499.388376825926,72951.99645408615,20474785.931889072,75142464.37003289
2008-02-04,26230.490110496517,56042.46320246735,70297.71349613067,19614862.120863568,71986543.9835693
2008-02-05,24569.779694554367,62895.805786088655,65847.00958140571,22013532.02513103,80789662.53223087
2008-02-06,24773.50791613593,58932.99107673125,66393.0012152443,20626546.876855936,75699427.03806128
2008-02-07,27568.381983676314,48742.19670888143,73883.26371625252,17059768.8481085,62609351.672558196
2008-02-08,26643.569210415062,60687.281803947844,71404.76548391237,21240548.631381743,77952813.47717099
2008-02-09,29890.334856022895,53192.749511787486,80106.09741414136,18617462.32912562,68326086.74789102
2008-02-10,25520.55735144203,60454.64294879973,68395.09370186464,21159125.032079905,77653988.86773326
2008-02-11,24513.898143026596,52960.57460825698,65697.24702331128,18536201.11288994,68027858.08430609
2008-02-12,27803.46945696073,44664.49389168728,74513.29814465476,15632572.862090547,57371542.4038723
2008-02-13,28206.4734228595,53419.92827109234,75593.34877326347,18696974.894882318,68617897.8642181
2008-02-14,26202.748205009844,52179.169427661895,70223.36518942639,18262709.299681664,67024143.1298317
2008-02-15,27509.03865027925,46154.568339682744,73724.2235827484,16154098.918888958,59285543.032322474
2008-02-16,32001.596535265315,57154.13326390959,85764.27871451105,20003946.642368358,73414484.17749187
2008-02-17,28263.944766631408,50891.116625863666,75747.37197457218,17811890.819052283,65369639.305921875
2008-02-18,30834.807316283084,58526.223386225734,82637.28360763867,20484178.185179006,75176933.93960695
2008-02-19,28342.481381355967,49901.065375503196,75957.85010203399,17465372.88142612,64097918.47483385
2008-02-20,25704.14734018172,47423.73151286344,68887.11487168701,16598306.029502202,60915783.12827308
2008-02-21,25824.985250611255,45674.909053714226,69210.96047163817,15986218.168799978,58669420.679495916
2008-02-22,29169.37680808356,48723.47963547285,78173.92984566395,17053217.872415498,62585309.591764875
2008-02-23,28442.652618860393,43493.17575151828,76226.30901854586,15222611.513031399,55866984.25282523
2008-02-24,26479.64443659379,43809.14483826194,70965.44709007136,15333200.693391677,56272846.54474746
2008-02-25,28813.98785019045,37639.21675696894,77221.4874385104,13173725.864939127,48347573.9243266
2008-02-26,30055.805720465833,36895.62814478331,80549.55933084844,12913469.850674158,47392434.35197416
2008-02-27,28379.72357499178,38517.50405708236,76057.65918097798,13481126.419978825,49475733.961322285
2008-02-28,28214.10943536487,46652.76205596667,75613.81328677785,16328466.719588332,59925472.860889174
2008-02-29,28874.391350584367,43771.87000896829,77383.36881956611,15320154.5031389,56224967.02651976
2008-03-01,27133.85830954594,43516.145265580424,72718.74026958313,15230650.842953147,55896488.59363805
2008-03-02,30001.668726968463,41177.0910489177,80404.47218827548,14411981.867121194,52891973.45233478
2008-03-03,30566.614441018344,29485.817641917143,81918.52670192916,10320036.174671,37874532.761042565
2008-03-04,26785.268145132002,43207.17639906182,71784.51862895377,15122511.739671636,55499618.084594905
2008-03-05,26756.771626582216,41477.32911983941,71708.14795924035,14517065.191943793,53277629.25443372
2008-03-06,29231.89088343477,34377.890648301734,78341.46756760518,12032261.726905607,44158400.537743576
2008-03-07,25447.41113371257,35706.99667864943,68199.06183834969,12497448.837527301,45865637.2337252
2008-03-08,27987.34070561274,29083.193038482772,75006.07309104214,10179117.563468968,37357361.457931116
2008-03-09,31516.300012970492,38853.61566972323,84463.68403476092,13598765.48440313,49907469.32775948
2008-03-10,31568.825846877015,32996.47616148058,84604.45326963041,11548766.656518204,42383973.62942181
2008-03-11,28682.828556236385,28978.148580773257,76869.98053071351,10142352.00327064,37222431.85200325
2008-03-12,27652.765357386532,35679.70716186563,74109.41115779591,12487897.50665297,45830583.8494164
2008-03-13,29997.595977524466,37930.79827253037,80393.55721976557,13275779.395385629,48722110.38106526
2008-03-14,27493.68244399359,35850.12415541065,73683.06894990282,12547543.454393728,46049484.47762498
2008-03-15,32374.451304676866,34840.68763951157,86763.529496534,12194240.673829049,44752863.27295261
2008-03-16,30908.83359817027,36181.95039536833,82835.67404309633,12663682.638378914,46475715.282850616
2008-03-17,25569.905105639165,41064.82140175321,68527.34568311297,14372687.490613623,52747763.090551995
2008-03-18,28067.430525018186,34869.191967089515,75220.71380704874,12204217.188481329,44789477.08172648
2008-03-19,28410.563890007837,31294.938293276467,76140.31122522101,10953228.402646763,40198348.23771362
2008-03-20,30320.76744022854,31818.578562808936,81259.65673981249,11136502.496983126,40870964.16392807
2008-03-21,32895.23656730669,42593.26931699786,88159.23400038193,14907644.260949248,54711054.43768374
2008-03-22,30101.330678998504,19639.049916197248,80671.566219716,6873667.470669037,25226359.617355365
2008-03-23,29107.986815263946,27630.694066177406,78009.40466490739,9670742.923162092,35491626.52800488
2008-03-24,30382.448539101155,22068.711925420845,81424.9620847911,7724049.173897294,28347260.468203068
2008-03-25,28044.586865712114,31801.37107331351,75159.49280010846,11130479.875659727,40848861.14367119
2008-03-26,28265.567199421912,30247.804833900795,75751.72009445073,10586731.691865277,38853305.30914556
2008-03-27,27566.40254616444,26031.57648838684,73877.9588237207,9111051.770935394,33437559.999332894
2008-03-28,31349.181271277095,25164.401205279995,84015.80580702263,8807540.421847997,32323673.34818215
2008-03-29,27984.825525221317,34603.18748853091,74999.33240759313,12111115.620985819,44447794.32901795
2008-03-30,27575.487031968456,27311.743868038935,73902.30524567547,9559110.353813626,35081934.998496
2008-03-31,32114.88521709637,27098.740959884344,86067.89238181828,9484559.33595952,34808332.76297144
2008-04-01,28177.678429962278,34090.590004364305,75516.1781922989,11931706.501527505,43789362.86060594
2008-04-02,27289.833546980837,24779.311225798137,73136.75390590864,8672758.929029347,31829025.269537706
2008-04-03,31637.695048729052,38633.530985617625,84789.02273059386,13521735.844966168,49624770.55102584
2008-04-04,31210.156278678354,27602.205864554922,83643.21882685799,9660772.052594222,35455033.43302079
2008-04-05,26988.01009313531,42874.73786490774,72327.86704960265,15006158.252717705,55072600.78747398
2008-04-06,32874.53479858736,28989.01277526937,88103.75326021413,10146154.47134428,37236386.909833506
2008-04-07,30843.446454555065,30729.10340160562,82660.43649820758,10755186.190561965,39471533.31936241
2008-04-08,32329.28629005762,31029.884820177613,86642.48725735443,10860459.687062163,39857887.051518135
2008-04-09,30213.899377901387,33730.10259732939,80973.25033277573,11805535.909065284,43326316.78626959
2008-04-10,31576.56959043241,34997.63235531796,84625.20650235887,12249171.324361285,44954458.76040591
2008-04-11,24218.599064024962,24525.043539684157,64905.8454915869,8583765.238889454,31502418.426724296
2008-04-12,33053.2351258909,36357.139731380186,88582.67013738761,12724998.905983064,46700745.984957844
2008-04-13,24160.85554334284,32332.720944367964,64751.092856158815,11316452.330528786,41531380.053040646
2008-04-14,27135.784464720717,29860.529107438375,72723.90236545152,10451185.18760343,38355849.63850459
2008-04-15,31460.747820177872,37167.937011884365,84314.8041580767,13008777.954159528,47742215.09176546
2008-04-16,27238.43254707679,33641.22668415458,72998.9992261658,11774429.339454101,43212155.67579655
2008-04-17,30259.045850778897,27065.486526089906,81094.24288008745,9472920.284131467,34765617.44276249
2008-04-18,29765.330072549605,35900.93615496068,79771.08459443295,12565327.654236237,46114752.49104699
2008-04-19,28115.054838474807,35775.140269484626,75348.34696711249,12521299.094319617,45953167.676153
2008-04-20,27542.534018968552,37508.05358176901,73813.99117083572,13127818.753619153,48179094.82578229
2008-04-21,31615.831165395266,35332.99182462947,84730.42752325932,12366547.138620313,45385227.998736545
2008-04-22,29327.00073419131,41005.37536756471,78596.36196763272,14351881.378647648,52671404.65963687
2008-04-23,30936.095932471333,40288.337363799365,82908.73709902317,14100918.077329777,51750369.343800284
2008-04-24,27673.56501154691,37355.06991023963,74165.15423094573,13074274.468583869,47982587.2997028
2008-04-25,29278.525553492247,25849.122123199544,78466.44848335923,9047192.74311984,33203197.36724981
2008-04-26,29966.165628519975,33723.18256958344,80309.32388443354,11803113.899354203,43317428.01062992
2008-04-27,32015.298028728383,34432.402985138826,85800.99871699206,12051341.044798588,44228421.63441082
2008-04-28,27699.61689551396,35417.84604828573,74234.9732799774,12396246.116900004,45494223.24902301
2008-04-29,27180.46937077191,36955.922205847724,72843.65791366872,12934572.772046704,47469882.073411405
2008-04-30,29857.504643639786,33695.425072122474,80018.11244495463,11793398.775242867,43281773.50514132
2008-05-01,27323.811682447,47622.65748471296,73227.81530895797,16667930.119649535,61171303.53911379
2008-05-02,26788.112045112277,38774.249006186576,71792.1402809009,13570987.152165301,49805522.84844665
2008-05-03,27864.095012546335,37814.578761037206,74675.77463362418,13235102.566363022,48572826.41855229
2008-05-04,27787.671865732656,42989.76854728739,74470.96060016353,15046418.991550585,55220357.69899065
2008-05-05,31113.78355441505,35539.504175340655,83384.93992583234,12438826.461369228,45650493.113225065
2008-05-06,24648.326183548117,43578.08135672721,66057.51417190896,15252328.474854523,55976045.5027161
2008-05-07,28985.133221287542,49037.49715814693,77680.15703305062,17163124.005351424,62988665.09963973
2008-05-08,26789.000263378315,45543.07920806262,71794.5207058539,15940077.722821916,58500085.24275643
2008-05-09,27545.498330231683,40716.68580276236,73821.93552502092,14250840.030966826,52300582.91364825
2008-05-10,30176.698019611424,48755.07601262832,80873.55069255862,17064276.60441991,62625895.13822106
2008-05-11,28472.261207309413,44709.97364932511,76305.66003558923,15648490.777263787,57429961.152558096
2008-05-12,29603.156581083083,50217.85787210902,79336.45963730267,17576250.255238157,64504838.43672404
2008-05-13,31062.732753781587,48192.01671014589,83248.12378013466,16867205.848551057,61902645.46418238
2008-05-14,25138.245036948487,48223.28273416244,67370.49669902195,16878148.956956852,61942806.67203165
2008-05-15,29151.41082893608,48505.04294173019,78125.7810215487,16976765.029605567,62304727.65865243
2008-05-16,30690.956460904417,44210.65200633112,82251.76331522384,15473728.20221589,56788582.50213231
2008-05-17,28790.42519443055,53180.905531284385,77158.33952107388,18613316.935949534,68310873.1549348
2008-05-18,31277.66029520755,44144.403238283805,83824.12959115623,15450541.13339933,56703485.95957554
2008-05-19,24169.39101555782,48447.82999395181,64773.96792169496,16956740.497883134,62231237.6272311
2008-05-20,28310.661544070033,45173.23459071507,75872.5729381077,15810632.106750272,58025019.8317735
2008-05-21,26237.67164728458,51219.73473855563,70316.96001472267,17926907.15849447,65791749.2716747
2008-05-22,24266.054033146647,50475.42939271652,65033.02480883302,17666400.28745078,64835689.05494436
2008-05-23,26466.86339947727,48357.94617193446,70931.19391059909,16925281.16017706,62115781.85784981
2008-05-24,23855.43338699711,55144.94299675897,63932.56147715225,19300730.04886564,70833679.2793369
2008-05-25,22174.625793008796,59524.89511890794,59427.99712526357,20833713.291617777,76459727.78023724
2008-05-26,27435.650389265807,60012.032375290924,73527.54304323236,21004211.33135182,77085455.58606118
2008-05-27,26683.109267580385,60655.64879458348,71510.73283711543,21229477.078104217,77912180.87664248
2008-05-28,24853.871528015665,59104.20413324457,66608.37569508198,20686471.4466356,75919350.20915265
2008-05-29,25036.39713398543,53109.66224361836,67097.54431908096,18588381.785266425,68219361.15192778
2008-05-30,27344.568245416718,55510.28146281059,73283.44289771681,19428598.511983704,71302956.53898019
2008-05-31,21464.526036532217,65616.46335218071,57524.92977790635,22965762.173263248,84284347.17587613
2008-06-01,24123.73117760281,52674.41711194336,64651.59955597554,18436045.989180174,67660288.78029123
2008-06-02,23616.563899038254,64697.59499733032,63292.39124942252,22644158.24906561,83104060.7740708
2008-06-03,24007.263537398063,68495.40242780211,64339.466280226814,23973390.849730738,87982344.41851181
2008-06-04,27212.933560253652,53810.579805026384,72930.66194147979,18833702.93175923,69119689.75955638
2008-06-05,25441.00564589231,58905.90494997332,68181.8951309914,20617066.732490662,75664634.90824074
2008-06-06,24143.923120077143,58284.7762261216,64705.713961806745,20399671.679142557,74866795.06245318
2008-06-07,20104.21108206176,62567.73082947209,53879.28569992552,21898705.790315233,80368250.2504569
2008-06-08,23040.535532099504,68265.29355970446,61748.63522602667,23892852.745896555,87686769.57744035
2008-06-09,20071.74529737654,69896.57717126705,53792.277396969126,24463802.009943467,89782153.37649252
2008-06-10,21221.851060839872,63985.9785881302,56874.56084305086,22395092.50584557,82189989.49645324
2008-06-11,22671.674760038048,66879.14224471385,60760.08835690197,23407699.785649844,85906258.21333492
2008-06-12,22621.333968444917,58908.531344946015,60625.17503543238,20617985.970731102,75668008.51258314
2008-06-13,24547.42280092494,56925.109835156916,65787.09310647883,19923788.44230492,73120303.58325906
2008-06-14,20696.185583433875,68490.67498342718,55465.777363602785,23971736.24419951,87976272.0162122
2008-06-15,22549.416696026325,78099.99551886064,60432.436745350555,27334998.431601223,100319444.24397649
2008-06-16,26635.982245557596,68494.98785233227,71384.43241809437,23973245.74831629,87981811.89632079
2008-06-17,20917.9110330971,71543.13115419801,56060.00156870024,25040095.9039693,91897151.96756732
2008-06-18,22733.42831040459,73973.7547855782,60925.5878718843,25890814.17495237,95019288.02207519
2008-06-19,22778.52272720625,73055.72974863937,61046.44090891276,25569505.412023775,93840084.86212726
2008-06-20,20791.467411652102,71792.62329019644,55721.13266322764,25127418.15156875,92217624.61625731
2008-06-21,22191.795460918063,62871.277063200345,59474.01183526041,22004946.97212012,80758155.38768084
2008-06-22,21388.280005849872,77645.91541697341,57320.59041567766,27176070.39594069,99736178.35310234
2008-06-23,21110.87157966131,69066.93615579722,56577.13583349231,24173427.654529024,88716479.49212152
2008-06-24,19705.958217129973,67651.76558082487,52811.96802190833,23678117.9532887,86898692.88856953
2008-06-25,22657.241382578144,66580.79031302338,60721.40690530943,23303276.60955818,85523025.15707852
2008-06-26,19600.942318522077,72587.21625007101,52530.52541363917,25405525.68752485,93238279.2732162
2008-06-27,18702.957247918686,78690.81612811149,50123.92542442208,27541785.64483902,101078353.3165592
2008-06-28,21796.21673968346,66297.81674274775,58413.86086235168,23204235.85996171,85159545.60605948
2008-06-29,17779.05224234406,72048.03724187103,47647.86000948208,25216813.03465486,92545703.83718333
